,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
15715,Apartamento,Recreio dos Bandeirantes,3,2,1,190,2000.0,1400.0,2364.4095850019803
15716,Apartamento,Campo Grande,3,0,0,60,800.0,230.0,2364.4095850019803
15717,Apartamento,Copacabana,2,0,1,60,2400.0,730.0,2364.4095850019803
15718,Apartamento,Ipanema,3,1,1,144,12000.0,1600.0,2364.4095850019803
15719,Apartamento,Anil,2,1,0,48,1700.0,470.0,30.0
15720,Casa de Condomínio,Guaratiba,2,1,0,63,900.0,2388.0624242214294,2364.4095850019803
15721,Apartamento,Engenho Novo,2,0,0,76,1000.0,170.0,17.0
15722,Conjunto Comercial/Sala,Leblon,0,0,0,45,4000.0,600.0,377.0
15723,Apartamento,Tijuca,3,0,0,125,1800.0,630.0,147.0
15724,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1900.0,775.0,2364.4095850019803
15725,Apartamento,Méier,2,0,0,69,1200.0,518.0,2364.4095850019803
15726,Apartamento,Lagoa,3,1,1,106,6000.0,1781.0,361.0
15727,Apartamento,Barra da Tijuca,3,3,3,169,14000.0,1980.0,546.0
15728,Apartamento,Barra da Tijuca,2,0,0,97,3800.0,1520.0,2364.4095850019803
15729,Apartamento,Leblon,3,0,0,115,3800.0,950.0,207.0
15730,Conjunto Comercial/Sala,Centro,0,0,0,145,3499.0,3600.0,687.0
15731,Apartamento,Barra da Tijuca,3,2,1,149,3500.0,2200.0,400.0
15732,Apartamento,Maracanã,3,1,0,122,2500.0,950.0,2364.4095850019803
15733,Apartamento,Lagoa,1,1,0,45,2400.0,1565.0,235.0
15734,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,41,4000.0,8717.0,1865.0
15735,Apartamento,Barra da Tijuca,3,4,3,247,16000.0,3150.0,16000.0
15736,Apartamento,Lagoa,2,1,0,81,3800.0,770.0,2364.4095850019803
15737,Apartamento,Leblon,1,0,0,53,2400.0,445.0,2364.4095850019803
15738,Conjunto Comercial/Sala,Centro,0,0,0,200,4000.0,3704.0,1250.0
15739,Conjunto Comercial/Sala,Centro,0,0,0,38,1000.0,639.0,126.0
15740,Flat,Humaitá,1,1,0,50,2500.0,1318.0,163.0
15741,Conjunto Comercial/Sala,Centro,0,0,0,547,45000.0,13600.0,2846.0
15742,Conjunto Comercial/Sala,Centro,0,0,0,42,1200.0,1134.0,243.0
15743,Apartamento,Ipanema,3,1,1,140,12900.0,1580.0,280.0
15744,Apartamento,Recreio dos Bandeirantes,3,2,1,87,1600.0,521.0,2364.4095850019803
15745,Apartamento,Copacabana,1,0,0,36,1100.0,805.0,70.0
15746,Apartamento,Copacabana,2,1,0,80,2300.0,700.0,260.0
15747,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,1,0,27,1000.0,1185.0,650.0
15748,Conjunto Comercial/Sala,Campo Grande,0,0,0,25,800.0,350.0,2364.4095850019803
15749,Apartamento,Freguesia (Jacarepaguá),2,1,0,60,900.0,400.0,2364.4095850019803
15750,Apartamento,Recreio dos Bandeirantes,2,1,1,62,1700.0,915.0,145.0
15751,Apartamento,Recreio dos Bandeirantes,3,2,2,200,3000.0,1015.0,300.0
15752,Apartamento,Jacarepaguá,3,1,1,82,2600.0,757.0,85.0
15753,Apartamento,Botafogo,3,2,1,115,3900.0,980.0,2364.4095850019803
15754,Flat,Ipanema,1,1,0,44,3500.0,2117.0,3127.0
15755,Apartamento,Tijuca,3,2,1,185,3400.0,1495.0,280.0
15756,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,38,1400.0,320.0,85.0
15757,Apartamento,Tijuca,2,1,0,88,1200.0,640.0,2364.4095850019803
15758,Apartamento,Barra da Tijuca,2,1,1,70,2300.0,950.0,1100.0
15759,Casa de Vila,Guadalupe,1,0,0,40,650.0,2388.0624242214294,10.0
15760,Apartamento,Tijuca,3,0,0,80,1300.0,748.0,75.0
15761,Quitinete,Botafogo,1,0,0,14,850.0,366.0,25.0
15762,Conjunto Comercial/Sala,Centro,0,0,0,400,10000.0,9000.0,2364.4095850019803
15763,Conjunto Comercial/Sala,Centro,0,0,0,4900,367500.0,104762.0,17738.0
15764,Conjunto Comercial/Sala,Vila da Penha,0,1,0,25,900.0,650.0,2364.4095850019803
15765,Apartamento,Leblon,3,2,1,240,16500.0,4100.0,722.0
15766,Casa,Cachambi,2,1,1,77,1300.0,2388.0624242214294,2364.4095850019803
15767,Apartamento,Barra da Tijuca,2,1,1,98,2900.0,1080.0,270.0
15768,Apartamento,Flamengo,1,0,0,50,1700.0,360.0,2364.4095850019803
15769,Conjunto Comercial/Sala,Centro,0,0,0,30,600.0,955.0,114.0
15770,Flat,Leblon,1,1,1,50,4200.0,1680.0,272.0
15771,Apartamento,Copacabana,3,2,0,156,5000.0,1600.0,320.0
15772,Apartamento,Campo Grande,3,0,0,58,800.0,270.0,2364.4095850019803
15773,Conjunto Comercial/Sala,Centro,0,8,0,650,10000.0,15737.0,3236.0
15774,Conjunto Comercial/Sala,Centro,0,0,0,260,12000.0,5110.0,137.0
15775,Apartamento,Santa Teresa,3,0,1,100,2250.0,420.0,50.0
15776,Apartamento,Pechincha,2,0,0,51,1200.0,650.0,60.0
15777,Apartamento,São Conrado,3,2,3,196,8000.0,2874.0,1048.0
15778,Apartamento,Copacabana,4,0,0,156,4000.0,2050.0,300.0
15779,Apartamento,Leblon,3,2,1,140,6500.0,3990.0,438.0
15780,Apartamento,Recreio dos Bandeirantes,3,2,1,95,1900.0,583.0,197.0
15781,Apartamento,Ipanema,3,1,2,120,7000.0,800.0,210.0
15782,Conjunto Comercial/Sala,Centro,0,2,0,65,1000.0,1680.0,315.0
15783,Conjunto Comercial/Sala,Copacabana,0,1,0,170,7000.0,3400.0,929.0
15784,Apartamento,Tijuca,2,0,0,70,1900.0,250.0,60.0
15785,Conjunto Comercial/Sala,Centro,0,0,0,300,22500.0,3380.0,2364.4095850019803
15786,Conjunto Comercial/Sala,Barra da Tijuca,0,6,0,308,17000.0,6200.0,1300.0
15787,Apartamento,Catete,2,0,1,71,2000.0,725.0,2364.4095850019803
15788,Apartamento,Engenho da Rainha,2,1,0,55,1000.0,560.0,2364.4095850019803
15789,Apartamento,Barra da Tijuca,2,1,1,90,4000.0,2597.0,2364.4095850019803
15790,Apartamento,São Francisco Xavier,3,0,1,73,1500.0,300.0,2364.4095850019803
15791,Apartamento,Ipanema,3,3,1,300,22000.0,4000.0,1000.0
15792,Apartamento,Recreio dos Bandeirantes,3,2,1,101,2800.0,950.0,120.0
15793,Loja/Salão,Recreio dos Bandeirantes,0,0,0,527,38000.0,2388.0624242214294,4724.0
15794,Galpão/Depósito/Armazém,Santa Cruz,0,12,0,5800,50000.0,2388.0624242214294,2100.0
15795,Terreno Padrão,Caju,0,0,0,13500,47000.0,2388.0624242214294,2678.0
15796,Apartamento,Méier,2,0,0,64,1100.0,685.0,2364.4095850019803
15797,Apartamento,Barra da Tijuca,4,2,2,168,4700.0,2060.0,510.0
15798,Apartamento,Barra da Tijuca,4,2,4,192,6990.0,2400.0,505.0
15799,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0
15800,Apartamento,Leme,1,0,0,32,1500.0,550.0,58.0
15801,Conjunto Comercial/Sala,Humaitá,0,1,0,490,44100.0,17000.0,5240.0
15802,Apartamento,Tijuca,1,1,1,40,1000.0,594.0,2364.4095850019803
15803,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,86,5700.0,2541.0,677.0
15804,Apartamento,Leblon,3,1,0,100,6000.0,1711.0,213.0
15805,Casa,Gávea,3,1,3,450,18000.0,2388.0624242214294,1000.0
15806,Apartamento,Leblon,2,1,0,77,4000.0,1133.0,2000.0
15807,Apartamento,Tijuca,1,0,0,58,1100.0,408.0,2364.4095850019803
15808,Apartamento,Barra da Tijuca,2,2,0,60,1400.0,790.0,2364.4095850019803
15809,Apartamento,Barra da Tijuca,2,1,1,80,1800.0,1360.0,340.0
15810,Apartamento,Ipanema,3,1,0,118,5000.0,1542.0,247.0
15811,Apartamento,Ipanema,2,1,0,75,2900.0,750.0,162.0
15812,Apartamento,Camorim,3,1,1,75,1700.0,600.0,80.0
15813,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,25,700.0,438.0,560.0
15814,Apartamento,Flamengo,3,1,1,224,5400.0,1743.0,621.0
15815,Apartamento,Copacabana,3,1,0,120,3200.0,1600.0,280.0
15816,Apartamento,Copacabana,3,0,1,130,3500.0,1000.0,220.0
15817,Apartamento,Barra da Tijuca,1,1,0,64,1600.0,960.0,180.0
15818,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,27,400.0,640.0,125.0
15819,Apartamento,Leblon,3,2,2,205,17000.0,6000.0,772.0
15820,Apartamento,Barra da Tijuca,3,2,2,290,4500.0,3988.0,688.0
15821,Apartamento,Engenho Novo,2,1,0,60,1000.0,400.0,2364.4095850019803
15822,Apartamento,Riachuelo,2,1,0,54,800.0,575.0,14.0
15823,Apartamento,Jacarepaguá,3,1,1,100,2400.0,1400.0,2364.4095850019803
15824,Apartamento,Grajaú,3,2,1,99,2300.0,820.0,2364.4095850019803
15825,Apartamento,Barra da Tijuca,2,1,1,80,2300.0,1000.0,2364.4095850019803
15826,Apartamento,Tijuca,3,1,1,149,2500.0,1100.0,2364.4095850019803
15827,Apartamento,Urca,2,0,0,65,2700.0,715.0,126.0
15828,Casa de Condomínio,Freguesia (Jacarepaguá),3,2,3,160,3000.0,900.0,198.0
15829,Flat,Lagoa,1,1,1,60,2800.0,1465.0,460.0
15830,Conjunto Comercial/Sala,Centro,0,0,0,306,22950.0,4896.0,2364.4095850019803
15831,Apartamento,Ipanema,4,2,4,350,25000.0,2000.0,400.0
15832,Apartamento,Méier,2,0,0,46,800.0,150.0,16.0
15833,Conjunto Comercial/Sala,Centro,0,0,0,32,600.0,450.0,90.0
15834,Apartamento,Engenho Novo,2,1,1,65,1200.0,500.0,39.0
15835,Apartamento,Copacabana,3,0,1,160,3900.0,726.0,122.0
15836,Flat,Lagoa,2,1,0,70,2000.0,1200.0,3009.0
15837,Apartamento,Copacabana,4,0,0,130,3000.0,1043.0,771.0
15838,Apartamento,Copacabana,3,2,2,160,7000.0,1200.0,2000.0
15839,Loja/Salão,Campo Grande,0,0,0,36,880.0,2388.0624242214294,2364.4095850019803
15840,Apartamento,Freguesia (Jacarepaguá),3,1,1,96,2000.0,610.0,115.0
15841,Casa de Condomínio,Barra da Tijuca,4,5,2,410,10000.0,1100.0,850.0
15842,Apartamento,Santa Teresa,2,0,0,60,1500.0,412.0,2364.4095850019803
15843,Conjunto Comercial/Sala,Centro,0,1,0,460,22999.0,12334.0,1000.0
15844,Apartamento,Flamengo,3,0,0,140,3100.0,1160.0,237.0
15845,Loja/Salão,Campo Grande,0,0,0,90,10000.0,510.0,2364.4095850019803
15846,Casa de Condomínio,Recreio dos Bandeirantes,3,0,3,280,10000.0,1200.0,6000.0
15847,Apartamento,Flamengo,1,1,1,120,3200.0,2200.0,357.0
15848,Loja/Salão,Barra da Tijuca,0,1,0,119,6565.0,3873.0,1157.0
15849,Loja/Salão,Recreio dos Bandeirantes,0,1,0,100,3000.0,1500.0,2364.4095850019803
15850,Apartamento,Botafogo,3,2,1,157,4400.0,1950.0,364.0
15851,Conjunto Comercial/Sala,Centro,0,0,0,340,15343.0,7439.0,2013.0
15852,Casa Comercial,Botafogo,0,0,0,250,16000.0,2388.0624242214294,2364.4095850019803
15853,Apartamento,Ipanema,3,1,1,160,6500.0,2500.0,417.0
15854,Conjunto Comercial/Sala,Campo Grande,0,1,0,40,1050.0,115.0,154.0
15855,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,38,1000.0,954.0,367.0
15856,Quitinete,Glória,1,0,0,25,1700.0,380.0,20.0
15857,Conjunto Comercial/Sala,Centro,0,3,0,1294,122930.0,32350.0,2364.4095850019803
15858,Apartamento,Campo Grande,2,0,0,55,800.0,60.0,2364.4095850019803
15859,Apartamento,Vila da Penha,1,0,0,37,700.0,50.0,2364.4095850019803
15860,Apartamento,Copacabana,3,2,1,255,7000.0,2100.0,360.0
15861,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,20,1200.0,346.0,2364.4095850019803
15862,Apartamento,Barra da Tijuca,5,4,4,400,12500.0,1820.0,1700.0
15863,Apartamento,Lagoa,2,2,2,160,5800.0,2505.0,430.0
15864,Apartamento,Ipanema,3,1,1,102,8500.0,1170.0,337.0
15865,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0
15866,Loja/Salão,Botafogo,0,0,0,610,35000.0,2388.0624242214294,4500.0
15867,Casa de Condomínio,Barra da Tijuca,5,6,5,900,35000.0,2800.0,14468.0
15868,Apartamento,Tomás Coelho,2,0,0,80,1160.0,2388.0624242214294,2364.4095850019803
15869,Conjunto Comercial/Sala,Centro,0,0,0,326,14000.0,5300.0,1602.0
15870,Apartamento,Jacarepaguá,2,1,0,75,1300.0,580.0,75.0
15871,Apartamento,Vaz Lobo,2,0,0,65,600.0,350.0,1.0
15872,Conjunto Comercial/Sala,Centro,0,0,0,300,10000.0,6800.0,13000.0
15873,Conjunto Comercial/Sala,Centro,0,0,0,36,600.0,1300.0,100.0
15874,Galpão/Depósito/Armazém,São Cristóvão,0,20,0,2525,60000.0,2388.0624242214294,6200.0
15875,Apartamento,Copacabana,3,1,1,200,8500.0,1296.0,305.0
15876,Casa,Méier,3,0,0,230,1800.0,2388.0624242214294,2364.4095850019803
15877,Apartamento,Rio Comprido,3,1,0,110,2000.0,500.0,2364.4095850019803
15878,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,63,1900.0,1800.0,200.0
15879,Apartamento,Barra da Tijuca,3,2,1,220,5900.0,2800.0,800.0
15880,Apartamento,Bonsucesso,2,0,0,64,1000.0,415.0,2364.4095850019803
15881,Loja/Salão,Centro,0,0,0,603,15000.0,7494.0,3092.0
15882,Apartamento,Laranjeiras,3,1,1,93,3000.0,1500.0,2364.4095850019803
15883,Flat,Barra da Tijuca,1,2,1,71,2200.0,1723.0,4400.0
15884,Apartamento,Engenho Novo,2,0,0,86,1500.0,280.0,75.0
15885,Apartamento,Copacabana,3,1,0,90,3900.0,1000.0,1.0
15886,Conjunto Comercial/Sala,Centro,0,0,0,70,1700.0,1600.0,297.0
15887,Apartamento,Maria da Graça,2,1,0,50,1500.0,2388.0624242214294,2364.4095850019803
15888,Apartamento,Barra da Tijuca,4,3,4,198,6000.0,2000.0,5000.0
15889,Apartamento,Jardim Guanabara,2,1,0,65,1300.0,540.0,2364.4095850019803
15890,Apartamento,Ipanema,2,2,1,130,16000.0,1530.0,525.0
15891,Apartamento,Leblon,3,1,0,100,4000.0,1373.0,195.0
15892,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,36,1690.0,770.0,146.0
15893,Apartamento,Leblon,3,1,0,142,7000.0,1700.0,582.0
15894,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,5,0,120,3500.0,2600.0,2364.4095850019803
15895,Apartamento,Tijuca,3,1,0,100,2300.0,766.0,2364.4095850019803
15896,Apartamento,Barra da Tijuca,3,3,3,251,10000.0,2990.0,500.0
15897,Galpão/Depósito/Armazém,Olaria,0,3,0,400,5500.0,2388.0624242214294,300.0
15898,Apartamento,Ipanema,4,1,2,344,18000.0,2060.0,2364.4095850019803
15899,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,25,600.0,380.0,56.0
15900,Apartamento,Laranjeiras,2,1,0,82,2200.0,710.0,2364.4095850019803
15901,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,27,1500.0,2388.0624242214294,2364.4095850019803
15902,Apartamento,Copacabana,4,0,1,200,4500.0,1939.0,3300.0
15903,Apartamento,Recreio dos Bandeirantes,4,2,3,122,2391.0,1200.0,2364.4095850019803
15904,Apartamento,Riachuelo,3,1,1,89,1450.0,404.0,150.0
15905,Conjunto Comercial/Sala,Centro,0,0,0,340,12000.0,3330.0,1435.0
15906,Apartamento,Leblon,3,1,1,100,5900.0,1200.0,2364.4095850019803
15907,Apartamento,Lagoa,2,1,1,90,3500.0,1330.0,305.0
15908,Apartamento,Tijuca,3,1,1,85,2500.0,2388.0624242214294,2364.4095850019803
15909,Loja/Salão,Botafogo,0,4,0,231,30000.0,798.0,2545.0
15910,Apartamento,Leblon,3,3,1,150,14000.0,2600.0,500.0
15911,Conjunto Comercial/Sala,Centro,0,0,0,33,800.0,480.0,67.0
15912,Apartamento,Barra da Tijuca,1,2,1,124,3400.0,980.0,316.0
15913,Conjunto Comercial/Sala,Copacabana,3,1,0,130,4000.0,1050.0,417.0
15914,Quitinete,Cordovil,1,0,0,30,400.0,2388.0624242214294,2364.4095850019803
15915,Apartamento,Botafogo,2,1,1,75,3600.0,712.0,181.0
15916,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,200,10000.0,5500.0,2364.4095850019803
15917,Apartamento,Botafogo,3,0,0,65,2500.0,645.0,126.0
15918,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,54,3200.0,1290.0,371.0
15919,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,24,560.0,424.0,2364.4095850019803
15920,Loja/Salão,Barra da Tijuca,0,1,0,100,2000.0,2260.0,5321.0
15921,Apartamento,Engenho de Dentro,2,1,0,65,1100.0,410.0,150.0
15922,Apartamento,Taquara,2,1,0,62,900.0,260.0,2364.4095850019803
15923,Loja Shopping/ Ct Comercial,Ipanema,0,0,0,30,1000.0,700.0,311.0
15924,Apartamento,Santa Teresa,1,0,0,51,1300.0,284.0,2364.4095850019803
15925,Quitinete,Vila da Penha,1,0,0,25,550.0,2388.0624242214294,2364.4095850019803
15926,Conjunto Comercial/Sala,Centro,0,0,0,35,600.0,395.0,80.0
15927,Conjunto Comercial/Sala,Centro,0,0,0,66,2000.0,2074.0,340.0
15928,Conjunto Comercial/Sala,Tijuca,0,1,0,23,800.0,290.0,2364.4095850019803
15929,Apartamento,Botafogo,3,1,1,45,5700.0,1340.0,348.0
15930,Casa Comercial,Botafogo,0,0,0,210,15000.0,2388.0624242214294,2364.4095850019803
15931,Casa,Campo Grande,3,1,0,90,950.0,2388.0624242214294,2364.4095850019803
15932,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,30,1300.0,850.0,210.0
15933,Loja/Salão,Engenho de Dentro,0,0,0,28,1100.0,2388.0624242214294,2364.4095850019803
15934,Casa de Condomínio,Guaratiba,2,3,1,120,1500.0,50.0,2.0
15935,Conjunto Comercial/Sala,Jacarepaguá,0,0,0,29,700.0,520.0,82.0
15936,Flat,Botafogo,2,1,1,67,3000.0,1725.0,531.0
15937,Apartamento,Barra da Tijuca,3,2,1,175,4000.0,1604.0,3600.0
15938,Apartamento,Ramos,3,0,0,80,1100.0,350.0,2364.4095850019803
15939,Apartamento,Higienópolis,1,0,0,45,800.0,2388.0624242214294,2364.4095850019803
15940,Apartamento,Copacabana,3,2,1,156,3500.0,1706.0,356.0
15941,Conjunto Comercial/Sala,Copacabana,0,0,0,27,1000.0,520.0,101.0
15942,Apartamento,Copacabana,2,0,0,90,2380.0,722.0,198.0
15943,Conjunto Comercial/Sala,Copacabana,0,1,0,35,1500.0,943.0,367.0
15944,Apartamento,Méier,2,1,0,60,1000.0,480.0,230.0
15945,Apartamento,Recreio dos Bandeirantes,2,1,1,68,1900.0,850.0,870.0
15946,Apartamento,Copacabana,4,1,2,300,7500.0,2200.0,862.0
15947,Apartamento,Botafogo,2,1,1,86,2600.0,980.0,2364.4095850019803
15948,Conjunto Comercial/Sala,Barra da Tijuca,0,3,0,126,5900.0,2681.0,874.0
15949,Casa,Barra da Tijuca,4,4,2,600,30000.0,1050.0,1300.0
15950,Quitinete,Copacabana,1,0,0,21,700.0,508.0,2364.4095850019803
15951,Apartamento,Ipanema,2,0,0,72,3300.0,670.0,2364.4095850019803
15952,Apartamento,Copacabana,3,0,0,94,2150.0,1200.0,227.0
15953,Apartamento,Copacabana,3,1,1,110,5000.0,1160.0,125.0
15954,Apartamento,Barra da Tijuca,3,2,1,209,14000.0,1900.0,2364.4095850019803
15955,Apartamento,Vila Isabel,2,1,0,45,1500.0,760.0,22.0
15956,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,72,3200.0,1500.0,300.0
15957,Galpão/Depósito/Armazém,Maracanã,0,600,0,6554,35000.0,2388.0624242214294,14979.0
15958,Conjunto Comercial/Sala,Centro,0,0,0,123,4500.0,2080.0,419.0
15959,Apartamento,Ipanema,1,0,0,60,2800.0,700.0,78.0
15960,Conjunto Comercial/Sala,Centro,0,0,0,35,550.0,466.0,115.0
15961,Apartamento,Leblon,4,2,2,250,17950.0,5000.0,620.0
15962,Apartamento,Ipanema,3,1,1,160,4500.0,1200.0,135.0
15963,Apartamento,Jardim Botânico,3,1,0,120,3300.0,924.0,216.0
15964,Apartamento,Jardim Guanabara,2,1,0,65,1800.0,500.0,20.0
15965,Apartamento,Quintino Bocaiúva,2,0,0,45,700.0,129.0,78.0
15966,Apartamento,Recreio dos Bandeirantes,2,1,2,65,1300.0,796.0,143.0
15967,Apartamento,Barra da Tijuca,4,3,1,325,20000.0,3700.0,2000.0
15968,Casa,Méier,4,5,3,357,5900.0,2388.0624242214294,3759.0
15969,Apartamento,Lagoa,2,1,1,96,4500.0,960.0,290.0
15970,Apartamento,Lagoa,1,1,0,43,2400.0,1500.0,167.0
15971,Apartamento,Barra da Tijuca,2,1,1,115,5000.0,2640.0,573.0
15972,Loja/Salão,Copacabana,0,0,0,220,12000.0,4100.0,2364.4095850019803
15973,Apartamento,Tijuca,2,1,1,90,1900.0,1050.0,108.0
15974,Apartamento,Copacabana,1,0,0,22,1600.0,450.0,2364.4095850019803
15975,Casa de Condomínio,Taquara,3,0,1,800,10000.0,150.0,2400.0
15976,Casa,Bangu,2,2,0,110,1650.0,2388.0624242214294,2364.4095850019803
15977,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,32,750.0,872.0,210.0
15978,Conjunto Comercial/Sala,Centro,0,0,0,330,12810.0,2140.0,1103.0
15979,Apartamento,Laranjeiras,3,0,0,115,2600.0,750.0,193.0
15980,Conjunto Comercial/Sala,Vicente de Carvalho,0,9,0,24,600.0,670.0,2364.4095850019803
15981,Quitinete,Glória,0,0,0,26,800.0,325.0,290.0
15982,Loja/Salão,Leblon,0,0,0,443,25000.0,3500.0,5758.0
15983,Apartamento,Lagoa,2,1,0,110,3800.0,1057.0,439.0
15984,Apartamento,Leme,1,0,0,32,2000.0,558.0,569.0
15985,Apartamento,Freguesia (Jacarepaguá),3,1,1,105,2100.0,700.0,155.0
15986,Conjunto Comercial/Sala,Ipanema,0,1,0,38,2300.0,943.0,307.0
15987,Loja Shopping/ Ct Comercial,Tijuca,0,0,0,50,1400.0,2200.0,2500.0
15988,Apartamento,Copacabana,3,1,0,100,4500.0,1350.0,350.0
15989,Apartamento,Copacabana,2,0,0,79,2800.0,830.0,113.0
15990,Apartamento,Ipanema,2,1,0,98,3800.0,1870.0,238.0
15991,Apartamento,Jacarepaguá,2,1,1,76,2800.0,704.0,2364.4095850019803
15992,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,72,2500.0,2580.0,730.0
15993,Apartamento,Copacabana,2,0,0,80,3200.0,470.0,183.0
15994,Conjunto Comercial/Sala,Barra da Tijuca,0,3,0,89,1950.0,3504.0,725.0
15995,Apartamento,Recreio dos Bandeirantes,3,3,2,400,4500.0,700.0,2364.4095850019803
15996,Conjunto Comercial/Sala,Campo Grande,0,0,0,22,700.0,330.0,2364.4095850019803
15997,Apartamento,Tijuca,2,0,0,75,1350.0,400.0,21.0
15998,Apartamento,Copacabana,3,0,0,80,3000.0,600.0,160.0
15999,Conjunto Comercial/Sala,Gávea,0,1,0,140,20000.0,4700.0,1500.0
16000,Loja/Salão,Copacabana,0,0,0,130,15000.0,150.0,2364.4095850019803
16001,Apartamento,Ipanema,1,2,1,91,5200.0,2605.0,592.0
16002,Apartamento,Tanque,1,0,0,45,750.0,75.0,2364.4095850019803
16003,Loja/Salão,Barra da Tijuca,0,0,0,200,17000.0,500.0,2680.0
16004,Apartamento,Copacabana,1,0,0,28,1600.0,470.0,29.0
16005,Conjunto Comercial/Sala,Del Castilho,0,1,0,30,1000.0,735.0,2364.4095850019803
16006,Apartamento,Flamengo,3,1,0,100,4200.0,770.0,267.0
16007,Galpão/Depósito/Armazém,Vila da Penha,0,10,0,700,6500.0,2388.0624242214294,2364.4095850019803
16008,Conjunto Comercial/Sala,Barra da Tijuca,0,3,0,64,2100.0,1200.0,240.0
16009,Casa de Condomínio,Recreio dos Bandeirantes,5,3,5,300,6000.0,500.0,2364.4095850019803
16010,Apartamento,Copacabana,1,0,0,60,2000.0,560.0,132.0
16011,Quitinete,Centro,0,0,0,25,700.0,332.0,20.0
16012,Apartamento,Barra da Tijuca,3,2,2,145,3500.0,1500.0,380.0
16013,Apartamento,Barra da Tijuca,4,3,2,240,7000.0,2056.0,441.0
16014,Apartamento,Barra da Tijuca,2,1,1,65,2200.0,1170.0,130.0
16015,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,24,590.0,470.0,177.0
16016,Apartamento,Botafogo,3,2,1,110,4000.0,1200.0,230.0
16017,Casa de Condomínio,Freguesia (Jacarepaguá),3,1,2,130,2000.0,240.0,60.0
16018,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,32,1000.0,1079.0,2364.4095850019803
16019,Conjunto Comercial/Sala,Centro,0,0,0,1601,152133.0,30427.0,2364.4095850019803
16020,Apartamento,Recreio dos Bandeirantes,5,2,4,330,4200.0,1200.0,9600.0
16021,Apartamento,Barra da Tijuca,4,2,1,146,4900.0,1800.0,350.0
16022,Casa Comercial,Vila Kosmos,3,1,0,72,2500.0,2388.0624242214294,2364.4095850019803
16023,Prédio Inteiro,Taquara,0,0,0,400,12000.0,2388.0624242214294,1400.0
16024,Casa de Condomínio,Barra da Tijuca,4,2,4,500,9500.0,2100.0,1357.0
16025,Conjunto Comercial/Sala,Jacarepaguá,0,1,0,26,1430.0,825.0,441.0
16026,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,26,900.0,590.0,2364.4095850019803
16027,Casa,Campo Grande,3,0,1,80,1200.0,2388.0624242214294,2364.4095850019803
16028,Apartamento,Barra da Tijuca,4,3,0,291,10000.0,5100.0,1710.0
16029,Galpão/Depósito/Armazém,Padre Miguel,0,0,0,360,3500.0,2388.0624242214294,2364.4095850019803
16030,Apartamento,Ipanema,4,1,2,340,13500.0,2664.0,2364.4095850019803
16031,Apartamento,Recreio dos Bandeirantes,3,2,1,181,5999.0,2388.0624242214294,2364.4095850019803
16032,Conjunto Comercial/Sala,Centro,0,0,0,35,1000.0,449.0,84.0
16033,Conjunto Comercial/Sala,Centro,0,0,0,310,12500.0,5200.0,634.0
16034,Loja/Salão,Andaraí,0,0,0,40,1400.0,2388.0624242214294,2364.4095850019803
16035,Apartamento,Botafogo,2,1,1,103,5700.0,1310.0,349.0
16036,Casa,Barra da Tijuca,3,0,3,400,4000.0,776.0,2364.4095850019803
16037,Apartamento,São Conrado,4,3,1,200,7000.0,2200.0,500.0
16038,Apartamento,Botafogo,1,0,0,60,1950.0,710.0,100.0
16039,Apartamento,Leblon,3,0,0,110,4500.0,500.0,2364.4095850019803
16040,Apartamento,Ipanema,2,1,1,75,5300.0,852.0,180.0
16041,Conjunto Comercial/Sala,Ipanema,0,1,0,115,11000.0,3277.0,691.0
16042,Casa de Condomínio,Bangu,3,1,0,100,1500.0,2388.0624242214294,2364.4095850019803
16043,Terreno Padrão,Barra da Tijuca,0,0,0,500,15000.0,2388.0624242214294,2364.4095850019803
16044,Apartamento,Recreio dos Bandeirantes,2,1,0,85,2000.0,650.0,930.0
